SMILES,Protein,ChEMBL ID,Name,canonical_smiles,Molecular Weight,LogP,HBA,HBD,TPSA,target_chembl_id,binding_affinity,standard_type,standard_value,standard_units,not_measured
COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1,Estrogen receptor,CHEMBL44,,COc1ccc(Cl)c(Nc2ncnc3cc(OCCCN4CCOCC4)cc(OC4CCOCC4)c23)n1,530.03,4.09,10.0,1.0,100.09,CHEMBL206,0.0,,,,1
O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,Epidermal growth factor receptor,CHEMBL394463,,O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,362.32,2.58,6.0,1.0,85.59,CHEMBL203,0.0,,,,1
O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,Vascular endothelial growth factor receptor 2,CHEMBL234205,,O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,362.32,2.58,6.0,1.0,85.59,CHEMBL279,5.53,IC50,2960.0,nM,0
O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,Vascular endothelial growth factor receptor 2,CHEMBL234205,,O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,362.32,2.58,6.0,1.0,85.59,CHEMBL279,6.07,IC50,850.0,nM,0
O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,Estrogen receptor,CHEMBL44,,O=C(Nc1ccc(C(F)(F)F)cc1)c1nnnn1CCc1ccncc1,362.32,2.58,6.0,1.0,85.59,CHEMBL206,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,Epidermal growth factor receptor,CHEMBL394463,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,523.66,4.6,6.0,2.0,73.49,CHEMBL203,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL224968,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,523.66,4.6,6.0,2.0,73.49,CHEMBL279,7.42,IC50,38.0,nM,0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL224968,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,523.66,4.6,6.0,2.0,73.49,CHEMBL279,7.29,IC50,51.0,nM,0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,Estrogen receptor,CHEMBL44,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCNC(=O)Oc5ccccc5)c4)n[nH]c2-3)CC1,523.66,4.6,6.0,2.0,73.49,CHEMBL206,0.0,,,,1
CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,Epidermal growth factor receptor,CHEMBL394463,,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.56,4.56,6.0,1.0,73.44,CHEMBL203,0.0,,,,1
CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,Vascular endothelial growth factor receptor 2,CHEMBL258015,,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.56,4.56,6.0,1.0,73.44,CHEMBL279,8.15,IC50,7.0,nM,0
CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,Vascular endothelial growth factor receptor 2,CHEMBL258015,,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.56,4.56,6.0,1.0,73.44,CHEMBL279,8.4,IC50,4.0,nM,0
CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,Estrogen receptor,CHEMBL44,,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,455.56,4.56,6.0,1.0,73.44,CHEMBL206,0.0,,,,1
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,Epidermal growth factor receptor,CHEMBL394463,AZM-475271,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,442.95,4.76,7.0,1.0,68.74,CHEMBL203,0.0,,,,1
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,Vascular endothelial growth factor receptor 2,CHEMBL426161,AZM-475271,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,442.95,4.76,7.0,1.0,68.74,CHEMBL279,6.17,IC50,670.0,nM,0
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,Estrogen receptor,CHEMBL44,AZM-475271,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,442.95,4.76,7.0,1.0,68.74,CHEMBL206,0.0,,,,1
CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,Epidermal growth factor receptor,CHEMBL394463,,CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,454.57,5.48,4.0,2.0,63.49,CHEMBL203,0.0,,,,1
CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,Vascular endothelial growth factor receptor 2,CHEMBL150291,,CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,454.57,5.48,4.0,2.0,63.49,CHEMBL279,6.39,IC50,411.0,nM,0
CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,Estrogen receptor,CHEMBL44,,CC(C)OC(C)c1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,454.57,5.48,4.0,2.0,63.49,CHEMBL206,0.0,,,,1
Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,Epidermal growth factor receptor,CHEMBL394463,,Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,464.35,4.38,6.0,1.0,72.17,CHEMBL203,0.0,,,,1
Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,Vascular endothelial growth factor receptor 2,CHEMBL400398,,Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,464.35,4.38,6.0,1.0,72.17,CHEMBL279,7.05,IC50,89.0,nM,0
Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,Estrogen receptor,CHEMBL44,,Cn1cc(/C=C2\C(=O)NN=C2c2snnc2-c2ccccc2)c2c(Br)cccc21,464.35,4.38,6.0,1.0,72.17,CHEMBL206,0.0,,,,1
COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,Epidermal growth factor receptor,CHEMBL394463,,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,374.4,4.73,5.0,3.0,102.41,CHEMBL203,0.0,,,,1
COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,Vascular endothelial growth factor receptor 2,CHEMBL269885,,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,374.4,4.73,5.0,3.0,102.41,CHEMBL279,6.97,IC50,106.0,nM,0
COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,Vascular endothelial growth factor receptor 2,CHEMBL269885,,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,374.4,4.73,5.0,3.0,102.41,CHEMBL279,7.66,IC50,22.0,nM,0
COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,Estrogen receptor,CHEMBL44,,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1,374.4,4.73,5.0,3.0,102.41,CHEMBL206,0.0,,,,1
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Epidermal growth factor receptor,CHEMBL394463,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL203,0.0,,,,1
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Vascular endothelial growth factor receptor 2,CHEMBL199455,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL279,6.57,IC50,271.8,nM,0
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Vascular endothelial growth factor receptor 2,CHEMBL199455,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL279,6.8,IC50,158.6,nM,0
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Vascular endothelial growth factor receptor 2,CHEMBL199455,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL279,8.52,IC50,3.0,nM,0
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Vascular endothelial growth factor receptor 2,CHEMBL199455,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL279,5.89,IC50,1274.0,nM,0
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Vascular endothelial growth factor receptor 2,CHEMBL199455,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL279,6.39,IC50,406.3,nM,0
COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,Estrogen receptor,CHEMBL44,,COC1=CC(=O)C(Nc2ncnc3cc(OCCCN4CCCC4)c(OC)cc23)=CC1=O,438.48,2.48,9.0,1.0,102.88,CHEMBL206,0.0,,,,1
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,Epidermal growth factor receptor,CHEMBL394463,,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,409.8,4.35,5.0,2.0,71.84,CHEMBL203,0.0,,,,1
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,CHEMBL429643,,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,409.8,4.35,5.0,2.0,71.84,CHEMBL279,6.96,IC50,110.0,nM,0
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,Vascular endothelial growth factor receptor 2,CHEMBL429643,,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,409.8,4.35,5.0,2.0,71.84,CHEMBL279,5.87,IC50,1360.0,nM,0
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,Estrogen receptor,CHEMBL44,,Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,409.8,4.35,5.0,2.0,71.84,CHEMBL206,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,Epidermal growth factor receptor,CHEMBL394463,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,478.67,5.44,4.0,1.0,35.16,CHEMBL203,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL223998,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,478.67,5.44,4.0,1.0,35.16,CHEMBL279,7.32,IC50,48.0,nM,0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL223998,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,478.67,5.44,4.0,1.0,35.16,CHEMBL279,6.27,IC50,542.0,nM,0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,Estrogen receptor,CHEMBL44,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,478.67,5.44,4.0,1.0,35.16,CHEMBL206,0.0,,,,1
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,Epidermal growth factor receptor,CHEMBL394463,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,428.49,5.48,5.0,1.0,69.68,CHEMBL203,0.0,,,,1
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL259252,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,428.49,5.48,5.0,1.0,69.68,CHEMBL279,8.89,IC50,1.3,nM,0
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL259252,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,428.49,5.48,5.0,1.0,69.68,CHEMBL279,8.52,IC50,3.0,nM,0
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CCC5)cccc4c3)c2cc1OC,428.49,5.48,5.0,1.0,69.68,CHEMBL206,0.0,,,,1
CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Epidermal growth factor receptor,CHEMBL394463,,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,479.65,6.37,4.0,1.0,41.15,CHEMBL203,0.0,,,,1
CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL387972,,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,479.65,6.37,4.0,1.0,41.15,CHEMBL279,6.95,IC50,112.0,nM,0
CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL387972,,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,479.65,6.37,4.0,1.0,41.15,CHEMBL279,7.16,IC50,69.0,nM,0
CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Estrogen receptor,CHEMBL44,,CC1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,479.65,6.37,4.0,1.0,41.15,CHEMBL206,0.0,,,,1
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,Epidermal growth factor receptor,CHEMBL394463,,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,387.44,4.77,4.0,4.0,105.06,CHEMBL203,0.0,,,,1
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,Vascular endothelial growth factor receptor 2,CHEMBL219998,,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,387.44,4.77,4.0,4.0,105.06,CHEMBL279,7.58,IC50,26.0,nM,0
COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,Estrogen receptor,CHEMBL44,,COc1ccc(-c2ccc(NC(=O)Nc3cccc(C)c3)cc2)c2c(N)n[nH]c12,387.44,4.77,4.0,4.0,105.06,CHEMBL206,0.0,,,,1
COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,Epidermal growth factor receptor,CHEMBL394463,,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,377.41,3.23,9.0,2.0,102.92,CHEMBL203,0.0,,,,1
COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,Vascular endothelial growth factor receptor 2,CHEMBL203796,,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,377.41,3.23,9.0,2.0,102.92,CHEMBL279,7.19,IC50,64.0,nM,0
COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,Vascular endothelial growth factor receptor 2,CHEMBL203796,,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,377.41,3.23,9.0,2.0,102.92,CHEMBL279,6.89,IC50,130.0,nM,0
COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,Estrogen receptor,CHEMBL44,,COc1cccc(Nc2nnc(-c3c(NCc4ccncc4)ncn3C)o2)c1,377.41,3.23,9.0,2.0,102.92,CHEMBL206,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,Epidermal growth factor receptor,CHEMBL394463,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,360.46,3.1,4.0,2.0,55.39,CHEMBL203,0.0,,,,1
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL413581,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,360.46,3.1,4.0,2.0,55.39,CHEMBL279,6.3,IC50,500.0,nM,0
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,Estrogen receptor,CHEMBL44,,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4ccc(O)cc4)n[nH]c2-3)CC1,360.46,3.1,4.0,2.0,55.39,CHEMBL206,0.0,,,,1
CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,Epidermal growth factor receptor,CHEMBL394463,,CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,530.65,4.9,7.0,3.0,116.32,CHEMBL203,0.0,,,,1
CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,Vascular endothelial growth factor receptor 2,CHEMBL189408,,CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,530.65,4.9,7.0,3.0,116.32,CHEMBL279,7.96,IC50,11.0,nM,0
CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,Estrogen receptor,CHEMBL44,,CN(c1ccc(NC(=O)NCCc2ccccc2)cc1)c1ccnc(Nc2cccc(CS(C)(=O)=O)c2)n1,530.65,4.9,7.0,3.0,116.32,CHEMBL206,0.0,,,,1
Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,Epidermal growth factor receptor,CHEMBL394463,,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,405.42,2.82,10.0,2.0,112.15,CHEMBL203,0.0,,,,1
Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,Vascular endothelial growth factor receptor 2,CHEMBL202892,,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,405.42,2.82,10.0,2.0,112.15,CHEMBL279,6.57,IC50,270.0,nM,0
Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,Vascular endothelial growth factor receptor 2,CHEMBL202892,,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,405.42,2.82,10.0,2.0,112.15,CHEMBL279,6.85,IC50,140.0,nM,0
Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,Estrogen receptor,CHEMBL44,,Cn1cnc(NCc2ccncc2)c1-c1nnc(NCc2ccc3c(c2)OCO3)o1,405.42,2.82,10.0,2.0,112.15,CHEMBL206,0.0,,,,1
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,Epidermal growth factor receptor,CHEMBL394463,,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,529.47,4.32,9.0,1.0,108.87,CHEMBL203,0.0,,,,1
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL2113188,,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,529.47,4.32,9.0,1.0,108.87,CHEMBL279,8.34,IC50,4.6,nM,0
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL2113188,,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,529.47,4.32,9.0,1.0,108.87,CHEMBL279,7.24,IC50,57.4,nM,0
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL2113188,,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,529.47,4.32,9.0,1.0,108.87,CHEMBL279,6.44,IC50,365.9,nM,0
COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,Estrogen receptor,CHEMBL44,,COCCOc1cc2ncnc(NC3=CC(=O)C(OC(c4ccccc4)C(F)(F)F)=CC3=O)c2cc1OC,529.47,4.32,9.0,1.0,108.87,CHEMBL206,0.0,,,,1
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,Epidermal growth factor receptor,CHEMBL394463,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,414.46,5.09,5.0,1.0,69.68,CHEMBL203,0.0,,,,1
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,Vascular endothelial growth factor receptor 2,CHEMBL272198,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,414.46,5.09,5.0,1.0,69.68,CHEMBL279,9.22,IC50,0.6,nM,0
COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,Estrogen receptor,CHEMBL44,,COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC,414.46,5.09,5.0,1.0,69.68,CHEMBL206,0.0,,,,1
CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Epidermal growth factor receptor,CHEMBL394463,,CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,494.66,4.93,5.0,1.0,44.39,CHEMBL203,0.0,,,,1
CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL390353,,CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,494.66,4.93,5.0,1.0,44.39,CHEMBL279,8.3,IC50,5.0,nM,0
CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Vascular endothelial growth factor receptor 2,CHEMBL390353,,CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,494.66,4.93,5.0,1.0,44.39,CHEMBL279,7.24,IC50,58.0,nM,0
CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,Estrogen receptor,CHEMBL44,,CN1CCN(CCc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,494.66,4.93,5.0,1.0,44.39,CHEMBL206,0.0,,,,1
N#Cc1cnc(Nc2ccc(CCC(=O)N3CCOCC3)cc2)nc1-c1ccccc1,Epidermal growth factor receptor,CHEMBL394463,,N#Cc1cnc(Nc2ccc(CCC(=O)N3CCOCC3)cc2)nc1-c1ccccc1,413.48,3.55,6.0,1.0,91.14,CHEMBL203,0.0,,,,1
N#Cc1cnc(Nc2ccc(CCC(=O)N3CCOCC3)cc2)nc1-c1ccccc1,Vascular endothelial growth factor receptor 2,CHEMBL233456,,N#Cc1cnc(Nc2ccc(CCC(=O)N3CCOCC3)cc2)nc1-c1ccccc1,413.48,3.55,6.0,1.0,91.14,CHEMBL279,6.75,IC50,180.0,nM,0
